problem_latex,context_text,problem_opt,input_text,label,problem_raw,student_answer,facet_mech,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 1/5.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{5} [SEP] The problem is 3/8 ÷ 1/7. The student response is 1/5. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",pf-a,3/8 ÷ 1/7,1/5,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{1}{5},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{5}",FRAC 1 5,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 1 5
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 4/7.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{7} [SEP] The problem is 3/8 ÷ 1/7. The student response is 4/7. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",pf-b,3/8 ÷ 1/7,4/7,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,\frac{4}{7},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{7}",FRAC 4 7,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 4 7
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 3/8.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{3}{8} [SEP] The problem is 3/8 ÷ 1/7. The student response is 3/8. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",pf-c,3/8 ÷ 1/7,3/8,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,\frac{3}{8},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{3}{8}",FRAC 3 8,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 3 8
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 4/7.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{7} [SEP] The problem is 3/8 ÷ 1/7. The student response is 4/7. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",pf-d,3/8 ÷ 1/7,4/7,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,\frac{4}{7},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{7}",FRAC 4 7,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 4 7
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 1/28.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{28} [SEP] The problem is 3/8 ÷ 1/7. The student response is 1/28. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",pf-e,3/8 ÷ 1/7,1/28,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{1}{28},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{28}",FRAC 1 28,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 1 28
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 2 3/4.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, 2\,\frac{3}{4} [SEP] The problem is 3/8 ÷ 1/7. The student response is 2 3/4. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",a,3/8 ÷ 1/7,2 3/4,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,"2\,\frac{3}{4}","\frac{3}{8} \, \div \, \frac{1}{7} \,=\, 2\,\frac{3}{4}",MIX 2 FRAC 3 4,DIV FRAC 3 8 FRAC 1 7 EQ MIX 2 FRAC 3 4
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 7/19.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{19} [SEP] The problem is 4/10 x 3/9. The student response is 7/19. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",conv-a,4/10 x 3/9,7/19,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,\frac{7}{19},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{19}",FRAC 7 19,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 7 19
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 1 1/5.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, 1\,\frac{1}{5} [SEP] The problem is 4/10 x 3/9. The student response is 1 1/5. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",conv-b,4/10 x 3/9,1 1/5,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,"1\,\frac{1}{5}","\frac{4}{10} \, \times \, \frac{3}{9} \,=\, 1\,\frac{1}{5}",MIX 1 FRAC 1 5,MUL FRAC 4 10 FRAC 3 9 EQ MIX 1 FRAC 1 5
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 7/10.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{10} [SEP] The problem is 4/10 x 3/9. The student response is 7/10. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",conv-c,4/10 x 3/9,7/10,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,\frac{7}{10},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{10}",FRAC 7 10,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 7 10
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 1/19.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{1}{19} [SEP] The problem is 4/10 x 3/9. The student response is 1/19. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",conv-d,4/10 x 3/9,1/19,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,\frac{1}{19},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{1}{19}",FRAC 1 19,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 1 19
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is -2/15.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, -\frac{2}{15} [SEP] The problem is 4/10 x 3/9. The student response is -2/15. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",po-a,4/10 x 3/9,-2/15,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,-\frac{2}{15},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, -\frac{2}{15}",FRAC -2 15,MUL FRAC 4 10 FRAC 3 9 EQ FRAC -2 15
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 7 1/2.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, 7\,\frac{1}{2} [SEP] The problem is 4/10 x 3/9. The student response is 7 1/2. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",po-b,4/10 x 3/9,7 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,"7\,\frac{1}{2}","\frac{4}{10} \, \times \, \frac{3}{9} \,=\, 7\,\frac{1}{2}",MIX 7 FRAC 1 2,MUL FRAC 4 10 FRAC 3 9 EQ MIX 7 FRAC 1 2
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 12/19.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{12}{19} [SEP] The problem is 4/10 x 3/9. The student response is 12/19. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",po-c,4/10 x 3/9,12/19,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,\frac{12}{19},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{12}{19}",FRAC 12 19,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 12 19
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 7/1.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{1} [SEP] The problem is 4/10 x 3/9. The student response is 7/1. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",po-d,4/10 x 3/9,7/1,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,\frac{7}{1},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{1}",FRAC 7 1,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 7 1
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 4/19.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{4}{19} [SEP] The problem is 4/10 x 3/9. The student response is 4/19. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",pf-a,4/10 x 3/9,4/19,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{4}{19},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{4}{19}",FRAC 4 19,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 4 19
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 7/9.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{9} [SEP] The problem is 4/10 x 3/9. The student response is 7/9. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",pf-b,4/10 x 3/9,7/9,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,\frac{7}{9},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{9}",FRAC 7 9,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 7 9
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 1 1/5.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, 1\,\frac{1}{5} [SEP] The problem is 4/10 x 3/9. The student response is 1 1/5. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",pf-c,4/10 x 3/9,1 1/5,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,"1\,\frac{1}{5}","\frac{4}{10} \, \times \, \frac{3}{9} \,=\, 1\,\frac{1}{5}",MIX 1 FRAC 1 5,MUL FRAC 4 10 FRAC 3 9 EQ MIX 1 FRAC 1 5
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 7/9.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{9} [SEP] The problem is 4/10 x 3/9. The student response is 7/9. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",pf-d,4/10 x 3/9,7/9,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,\frac{7}{9},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{7}{9}",FRAC 7 9,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 7 9
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 1/90.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{1}{90} [SEP] The problem is 4/10 x 3/9. The student response is 1/90. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",pf-e,4/10 x 3/9,1/90,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{1}{90},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{1}{90}",FRAC 1 90,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 1 90
"\frac{4}{10} \, \times \, \frac{3}{9}",The problem is 4/10 x 3/9. The student response is 1/5.,MUL FRAC 4 10 FRAC 3 9,"[CLS] \frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{1}{5} [SEP] The problem is 4/10 x 3/9. The student response is 1/5. [SEP] MUL FRAC 4 10 FRAC 3 9 [SEP]",a,4/10 x 3/9,1/5,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,\frac{1}{5},"\frac{4}{10} \, \times \, \frac{3}{9} \,=\, \frac{1}{5}",FRAC 1 5,MUL FRAC 4 10 FRAC 3 9 EQ FRAC 1 5
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 2 7/19.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 2\,\frac{7}{19} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 2 7/19. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",conv-a,34/17 ÷ 5 1/2,2 7/19,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"2\,\frac{7}{19}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 2\,\frac{7}{19}",MIX 2 FRAC 7 19,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 2 FRAC 7 19
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 17/1.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{17}{1} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 17/1. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",conv-b,34/17 ÷ 5 1/2,17/1,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,\frac{17}{1},"\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{17}{1}",FRAC 17 1,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ FRAC 17 1
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 2 11/17.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 2\,\frac{11}{17} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 2 11/17. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",conv-c,34/17 ÷ 5 1/2,2 11/17,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"2\,\frac{11}{17}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 2\,\frac{11}{17}",MIX 2 FRAC 11 17,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 2 FRAC 11 17
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 1 4/19.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 1\,\frac{4}{19} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 1 4/19. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",conv-d,34/17 ÷ 5 1/2,1 4/19,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,"1\,\frac{4}{19}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 1\,\frac{4}{19}",MIX 1 FRAC 4 19,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 1 FRAC 4 19
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is -4/11.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, -\frac{4}{11} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is -4/11. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",po-a,34/17 ÷ 5 1/2,-4/11,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,-\frac{4}{11},"\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, -\frac{4}{11}",FRAC -4 11,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ FRAC -4 11
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 2 3/4.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 2\,\frac{3}{4} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 2 3/4. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",po-b,34/17 ÷ 5 1/2,2 3/4,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,"2\,\frac{3}{4}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 2\,\frac{3}{4}",MIX 2 FRAC 3 4,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 2 FRAC 3 4
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 19 13/19.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 19\,\frac{13}{19} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 19 13/19. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",po-c,34/17 ÷ 5 1/2,19 13/19,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"19\,\frac{13}{19}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 19\,\frac{13}{19}",MIX 19 FRAC 13 19,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 19 FRAC 13 19
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 3/1.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{3}{1} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 3/1. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",po-d,34/17 ÷ 5 1/2,3/1,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,\frac{3}{1},"\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{3}{1}",FRAC 3 1,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ FRAC 3 1
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 1 15/19.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 1\,\frac{15}{19} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 1 15/19. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",pf-a,34/17 ÷ 5 1/2,1 15/19,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,"1\,\frac{15}{19}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 1\,\frac{15}{19}",MIX 1 FRAC 15 19,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 1 FRAC 15 19
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 22 1/2.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 22\,\frac{1}{2} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 22 1/2. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",pf-b,34/17 ÷ 5 1/2,22 1/2,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"22\,\frac{1}{2}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 22\,\frac{1}{2}",MIX 22 FRAC 1 2,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 22 FRAC 1 2
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 22/1.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{22}{1} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 22/1. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",pf-c,34/17 ÷ 5 1/2,22/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,\frac{22}{1},"\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{22}{1}",FRAC 22 1,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ FRAC 22 1
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 22 1/2.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 22\,\frac{1}{2} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 22 1/2. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",pf-d,34/17 ÷ 5 1/2,22 1/2,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"22\,\frac{1}{2}","\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, 22\,\frac{1}{2}",MIX 22 FRAC 1 2,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ MIX 22 FRAC 1 2
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 23/34.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{23}{34} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 23/34. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",pf-e,34/17 ÷ 5 1/2,23/34,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{23}{34},"\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{23}{34}",FRAC 23 34,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ FRAC 23 34
"\frac{34}{17} \, \div \, 5\,\frac{1}{2}",The problem is 34/17 ÷ 5 1/2. The student response is 5/11.,DIV FRAC 34 17 MIX 5 FRAC 1 2,"[CLS] \frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{5}{11} [SEP] The problem is 34/17 ÷ 5 1/2. The student response is 5/11. [SEP] DIV FRAC 34 17 MIX 5 FRAC 1 2 [SEP]",a,34/17 ÷ 5 1/2,5/11,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,\frac{5}{11},"\frac{34}{17} \, \div \, 5\,\frac{1}{2} \,=\, \frac{5}{11}",FRAC 5 11,DIV FRAC 34 17 MIX 5 FRAC 1 2 EQ FRAC 5 11
"\frac{1}{3} \, + \, 5\,\frac{4}{7}",The problem is 1/3 + 5 4/7. The student response is 4/1.,ADD FRAC 1 3 MIX 5 FRAC 4 7,"[CLS] \frac{1}{3} \, + \, 5\,\frac{4}{7} \,=\, \frac{4}{1} [SEP] The problem is 1/3 + 5 4/7. The student response is 4/1. [SEP] ADD FRAC 1 3 MIX 5 FRAC 4 7 [SEP]",conv-a,1/3 + 5 4/7,4/1,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,\frac{4}{1},"\frac{1}{3} \, + \, 5\,\frac{4}{7} \,=\, \frac{4}{1}",FRAC 4 1,ADD FRAC 1 3 MIX 5 FRAC 4 7 EQ FRAC 4 1
